IP,C2
111.229.248.198,Cobalt Strike C2
192.252.179.24,Cobalt Strike C2
14.225.212.124,Cobalt Strike C2
64.89.161.183,Cobalt Strike C2
111.170.148.141,Cobalt Strike C2
135.125.196.5,Cobalt Strike C2
43.139.108.161,Cobalt Strike C2
129.28.122.92,Cobalt Strike C2
192.252.185.78,Cobalt Strike C2
152.32.132.177,Cobalt Strike C2
39.105.200.188,Cobalt Strike C2
192.144.171.134,Cobalt Strike C2
146.56.195.201,Cobalt Strike C2
43.136.180.88,Cobalt Strike C2
159.75.159.217,Cobalt Strike C2
139.59.255.98,Cobalt Strike C2
193.112.191.222,Cobalt Strike C2
47.254.3.109,Cobalt Strike C2
154.221.25.38,Cobalt Strike C2
152.32.202.240,Cobalt Strike C2
106.75.249.202,Cobalt Strike C2
78.17.93.55,Cobalt Strike C2
117.72.191.140,Cobalt Strike C2
43.139.87.203,Cobalt Strike C2
108.12.191.26,Cobalt Strike C2
24.144.93.255,Cobalt Strike C2
210.56.48.227,Cobalt Strike C2
172.232.97.189,Cobalt Strike C2
110.42.255.63,Cobalt Strike C2
175.178.230.164,Cobalt Strike C2
124.220.34.180,Cobalt Strike C2
213.199.55.80,Cobalt Strike C2
82.156.80.106,Cobalt Strike C2
176.123.9.232,Cobalt Strike C2
70.39.181.128,Cobalt Strike C2
34.56.42.78,Cobalt Strike C2
47.108.60.27,Cobalt Strike C2
149.88.66.234,Cobalt Strike C2
42.193.22.177,Cobalt Strike C2
45.9.249.179,Cobalt Strike C2
179.43.186.214,Cobalt Strike C2
158.94.208.177,Cobalt Strike C2
123.57.243.182,Cobalt Strike C2
8.137.149.67,Cobalt Strike C2
117.72.159.96,Cobalt Strike C2
130.94.14.110,Cobalt Strike C2
4.253.8.171,Cobalt Strike C2
115.190.161.178,Cobalt Strike C2
68.183.109.88,Cobalt Strike C2
43.155.169.245,Cobalt Strike C2
65.49.237.140,Cobalt Strike C2
119.45.160.160,Cobalt Strike C2
47.84.15.240,Cobalt Strike C2
114.67.98.107,Cobalt Strike C2
117.72.125.206,Cobalt Strike C2
47.84.50.235,Cobalt Strike C2
40.67.146.12,Cobalt Strike C2
1.15.76.39,Cobalt Strike C2
120.53.238.38,Cobalt Strike C2
136.113.250.175,Cobalt Strike C2
110.40.147.249,Cobalt Strike C2
117.24.4.112,Cobalt Strike C2
117.72.39.83,Cobalt Strike C2
15.228.3.86,Cobalt Strike C2
123.58.64.57,Cobalt Strike C2
47.82.234.12,Cobalt Strike C2
158.94.211.163,Cobalt Strike C2
51.222.87.16,Cobalt Strike C2
169.58.121.189,Cobalt Strike C2
39.106.205.6,Cobalt Strike C2
116.198.233.179,Cobalt Strike C2
101.126.10.34,Cobalt Strike C2
47.96.254.114,Cobalt Strike C2
106.53.61.9,Cobalt Strike C2
207.57.134.202,Cobalt Strike C2
82.156.219.31,Cobalt Strike C2
117.50.184.221,Cobalt Strike C2
27.71.16.98,Cobalt Strike C2
213.111.157.231,Cobalt Strike C2
114.134.187.38,Cobalt Strike C2
178.16.52.177,Cobalt Strike C2
23.95.170.223,Cobalt Strike C2
146.56.225.4,Cobalt Strike C2
147.182.244.208,Cobalt Strike C2
81.69.15.52,Cobalt Strike C2
206.238.42.153,Cobalt Strike C2
116.212.123.164,Cobalt Strike C2
43.166.246.26,Cobalt Strike C2
165.154.225.239,Cobalt Strike C2
209.99.184.234,Cobalt Strike C2
20.187.120.42,Cobalt Strike C2
45.87.53.6,Cobalt Strike C2
46.235.168.58,Cobalt Strike C2
180.76.141.175,Cobalt Strike C2
113.45.253.80,Cobalt Strike C2
34.92.128.98,Cobalt Strike C2
111.228.55.96,Cobalt Strike C2
8.219.220.240,Cobalt Strike C2
117.72.242.9,Cobalt Strike C2
120.26.208.96,Cobalt Strike C2
98.80.179.181,Cobalt Strike C2
198.199.72.177,Cobalt Strike C2
52.248.41.253,Cobalt Strike C2
101.33.225.32,Cobalt Strike C2
150.187.25.242,Cobalt Strike C2
39.105.213.209,Cobalt Strike C2
118.24.187.152,Cobalt Strike C2
20.230.138.200,Cobalt Strike C2
43.138.104.38,Cobalt Strike C2
154.12.94.16,Cobalt Strike C2
47.103.213.138,Cobalt Strike C2
62.234.72.163,Cobalt Strike C2
206.237.12.167,Cobalt Strike C2
43.163.88.35,Cobalt Strike C2
20.15.58.107,Cobalt Strike C2
43.108.51.124,Cobalt Strike C2
14.29.160.181,Cobalt Strike C2
154.12.86.154,Cobalt Strike C2
54.158.87.112,Cobalt Strike C2
118.24.42.214,Cobalt Strike C2
104.248.201.191,Cobalt Strike C2
9.205.158.119,Cobalt Strike C2
124.221.47.107,Cobalt Strike C2
119.45.225.53,Cobalt Strike C2
8.222.188.173,Cobalt Strike C2
34.68.221.226,Cobalt Strike C2
152.32.132.82,Cobalt Strike C2
