IP,C2
192.252.185.78,Cobalt Strike C2
169.58.82.229,Cobalt Strike C2
1.15.76.39,Cobalt Strike C2
82.156.219.31,Cobalt Strike C2
117.50.184.221,Cobalt Strike C2
111.228.55.96,Cobalt Strike C2
196.251.121.183,Cobalt Strike C2
39.105.200.188,Cobalt Strike C2
51.222.87.16,Cobalt Strike C2
8.163.49.50,Cobalt Strike C2
210.56.48.227,Cobalt Strike C2
222.255.215.42,Cobalt Strike C2
106.75.249.202,Cobalt Strike C2
158.94.208.177,Cobalt Strike C2
9.205.158.119,Cobalt Strike C2
52.248.41.253,Cobalt Strike C2
152.32.202.240,Cobalt Strike C2
178.128.80.204,Cobalt Strike C2
124.221.47.107,Cobalt Strike C2
98.80.179.181,Cobalt Strike C2
150.187.25.242,Cobalt Strike C2
38.147.185.54,Cobalt Strike C2
154.12.94.16,Cobalt Strike C2
106.13.78.105,Cobalt Strike C2
152.32.132.177,Cobalt Strike C2
117.24.4.112,Cobalt Strike C2
27.71.16.98,Cobalt Strike C2
176.123.9.232,Cobalt Strike C2
43.136.180.88,Cobalt Strike C2
39.106.80.126,Cobalt Strike C2
119.45.160.160,Cobalt Strike C2
218.244.142.4,Cobalt Strike C2
52.202.75.213,Cobalt Strike C2
104.248.201.191,Cobalt Strike C2
118.24.187.152,Cobalt Strike C2
114.67.98.107,Cobalt Strike C2
117.72.159.96,Cobalt Strike C2
146.56.225.4,Cobalt Strike C2
117.72.191.140,Cobalt Strike C2
14.225.212.124,Cobalt Strike C2
169.58.121.189,Cobalt Strike C2
178.16.52.177,Cobalt Strike C2
23.95.170.223,Cobalt Strike C2
216.203.20.232,Cobalt Strike C2
47.96.254.114,Cobalt Strike C2
203.91.75.89,Cobalt Strike C2
47.120.32.72,Cobalt Strike C2
43.139.87.203,Cobalt Strike C2
124.220.34.180,Cobalt Strike C2
154.94.224.35,Cobalt Strike C2
137.220.151.95,Cobalt Strike C2
180.76.141.175,Cobalt Strike C2
117.72.242.9,Cobalt Strike C2
192.252.179.24,Cobalt Strike C2
154.213.233.164,Cobalt Strike C2
34.92.128.98,Cobalt Strike C2
114.67.204.86,Cobalt Strike C2
103.185.249.199,Cobalt Strike C2
39.106.205.6,Cobalt Strike C2
117.72.181.104,Cobalt Strike C2
24.144.93.255,Cobalt Strike C2
120.26.208.96,Cobalt Strike C2
101.126.10.34,Cobalt Strike C2
172.232.97.189,Cobalt Strike C2
165.154.225.239,Cobalt Strike C2
116.198.233.179,Cobalt Strike C2
14.29.160.181,Cobalt Strike C2
117.72.39.83,Cobalt Strike C2
206.238.42.153,Cobalt Strike C2
156.224.18.21,Cobalt Strike C2
213.111.157.231,Cobalt Strike C2
8.134.70.73,Cobalt Strike C2
101.33.225.32,Cobalt Strike C2
39.105.213.209,Cobalt Strike C2
179.43.186.214,Cobalt Strike C2
115.190.161.178,Cobalt Strike C2
156.40.156.39,Cobalt Strike C2
47.109.198.8,Cobalt Strike C2
157.66.26.124,Cobalt Strike C2
45.87.53.6,Cobalt Strike C2
207.57.123.57,Cobalt Strike C2
217.154.212.25,Cobalt Strike C2
120.76.143.184,Cobalt Strike C2
23.148.212.176,Cobalt Strike C2
119.45.225.53,Cobalt Strike C2
146.56.195.201,Cobalt Strike C2
77.83.36.163,Cobalt Strike C2
47.82.234.12,Cobalt Strike C2
213.199.55.80,Cobalt Strike C2
43.155.169.245,Cobalt Strike C2
198.199.72.177,Cobalt Strike C2
115.159.226.190,Cobalt Strike C2
206.237.12.167,Cobalt Strike C2
111.228.4.54,Cobalt Strike C2
198.46.226.210,Cobalt Strike C2
175.27.214.144,Cobalt Strike C2
111.170.148.141,Cobalt Strike C2
207.57.134.202,Cobalt Strike C2
121.4.38.18,Cobalt Strike C2
110.42.255.63,Cobalt Strike C2
154.12.86.154,Cobalt Strike C2
8.137.149.67,Cobalt Strike C2
111.229.248.198,Cobalt Strike C2
103.6.169.62,Cobalt Strike C2
15.228.3.86,Cobalt Strike C2
